Date,HSI Price,SSE Price,DJIA Price,FTSE Price,DAX Price,SP500 Price
19/11/2020,26356.97,3363.09,29483.23,6334.35,13086.16,3581.87
18/11/2020,26544.29,3347.3,29438.42,6385.24,13201.89,3567.79
17/11/2020,26415.09,3339.9,29783.35,6365.33,13133.47,3609.53
16/11/2020,26381.67,3346.97,29950.44,6421.29,13138.61,3626.91
13/11/2020,26156.86,3310.1,29479.81,6316.39,13076.72,3585.15
12/11/2020,26169.38,3338.68,29080.17,6338.94,13052.95,3537.01
11/11/2020,26226.98,3342.2,29397.63,6382.1,13216.18,3572.66
10/11/2020,26301.48,3360.15,29420.92,6296.85,13163.11,3545.53
9/11/2020,26016.17,3373.73,29157.97,6186.29,13095.97,3550.5
6/11/2020,25712.97,3312.16,28323.4,5910.02,12480.02,3509.44
5/11/2020,25695.92,3320.13,28390.18,5906.18,12568.09,3510.45
4/11/2020,24886.14,3277.44,27847.66,5883.26,12324.22,3443.44
3/11/2020,24939.73,3271.07,27480.03,5786.77,12088.98,3369.16
2/11/2020,24460.01,3225.12,26925.05,5654.97,11784.1,3310.24
30/10/2020,24107.42,3224.53,26501.6,5577.27,11556.48,3269.96
29/10/2020,24586.6,3272.73,26659.11,5581.75,11598.07,3310.11
28/10/2020,24708.8,3269.24,26519.95,5582.8,11560.51,3271.03
27/10/2020,24787.19,3254.32,27463.19,5728.99,12063.57,3390.68
23/10/2020,24918.78,3278,28335.57,5860.28,12645.75,3465.39
22/10/2020,24786.13,3312.5,28363.66,5785.65,12543.06,3453.49
21/10/2020,24754.42,3325.02,28210.82,5776.5,12557.64,3435.56
20/10/2020,24569.54,3328.1,28308.79,5889.22,12736.95,3443.12
19/10/2020,24542.26,3312.67,28195.42,5884.65,12854.66,3426.92
16/10/2020,24386.79,3336.36,28606.31,5919.58,12908.99,3483.81
15/10/2020,24158.54,3332.18,28494.2,5832.52,12703.75,3483.34
14/10/2020,24667.09,3340.78,28514,5935.06,13028.06,3488.67
13/10/2020,24597.5,3359.75,28679.81,5969.71,13018.99,3511.93
12/10/2020,24649.68,3358.47,28837.52,6001.38,13138.41,3534.22
9/10/2020,24119.13,3272.08,28586.9,6016.65,13051.23,3477.13
30/9/2020,23459.05,3218.05,27781.7,5866.1,12760.73,3363
29/9/2020,23275.53,3224.36,27452.66,5897.5,12825.82,3335.47
28/9/2020,23476.05,3217.53,27584.06,5927.93,12870.87,3351.6
25/9/2020,23235.42,3219.42,27173.96,5842.67,12469.2,3298.46
24/9/2020,23311.07,3223.18,26815.44,5822.78,12606.57,3246.59
23/9/2020,23742.51,3279.71,26763.13,5899.26,12642.97,3236.92
22/9/2020,23716.85,3274.3,27288.18,5829.46,12594.39,3315.57
21/9/2020,23950.69,3316.94,27147.7,5804.29,12542.44,3281.06
18/9/2020,24455.41,3338.09,27657.42,6007.05,13116.25,3319.47
17/9/2020,24340.85,3270.44,27901.98,6049.92,13208.12,3357.01
16/9/2020,24725.63,3283.92,28032.38,6078.48,13255.37,3385.49
15/9/2020,24732.76,3295.68,27995.6,6105.54,13217.67,3401.2
14/9/2020,24640.28,3278.81,27993.33,6026.25,13193.66,3383.54
11/9/2020,24503.31,3260.35,27665.64,6032.09,13202.84,3340.97
10/9/2020,24313.54,3234.82,27534.58,6003.32,13208.89,3339.19
9/9/2020,24468.93,3254.63,27940.47,6012.84,13237.21,3398.96
8/9/2020,24624.34,3316.42,27500.89,5930.3,12968.33,3331.84
4/9/2020,24695.45,3355.37,28133.31,5799.08,12842.66,3426.96
3/9/2020,25007.6,3384.98,28292.73,5850.86,13057.77,3455.06
2/9/2020,25120.09,3404.8,29100.5,5940.95,13243.43,3580.84
1/9/2020,25184.85,3410.61,28646.45,5862.05,12974.25,3526.65
28/8/2020,25422.06,3403.81,28653.87,5963.57,13033.2,3508.01
27/8/2020,25281.15,3350.11,28492.27,5999.99,13096.36,3484.55
26/8/2020,25491.79,3329.74,28331.92,6045.6,13190.15,3478.73
25/8/2020,25486.22,3373.58,28248.44,6037.01,13061.62,3443.62
24/8/2020,25551.58,3385.64,28308.46,6104.73,13066.54,3431.28
21/8/2020,25113.84,3380.68,27930.33,6001.89,12764.8,3397.16
20/8/2020,24791.39,3363.9,27739.73,6013.34,12830,3385.51
19/8/2020,25178.91,3408.13,27692.88,6111.98,12977.33,3374.85
18/8/2020,25367.38,3451.09,27778.07,6076.62,12881.76,3389.78
17/8/2020,25347.34,3438.8,27844.91,6127.44,12920.66,3381.99
14/8/2020,25183.01,3360.1,27931.02,6090.04,12901.34,3372.85
13/8/2020,25230.67,3320.73,27896.72,6185.62,12993.71,3373.43
12/8/2020,25244.02,3319.27,27976.84,6280.12,13058.63,3380.35
11/8/2020,24890.68,3340.29,27686.91,6154.34,12946.89,3333.69
10/8/2020,24377.43,3379.25,27791.44,6050.59,12687.53,3360.47
7/8/2020,24531.62,3354.04,27433.48,6032.18,12674.88,3351.28
6/8/2020,24930.58,3386.46,27386.98,6026.94,12591.68,3349.16
5/8/2020,25102.54,3377.56,27201.52,6104.72,12660.25,3327.77
4/8/2020,24946.63,3371.69,26828.47,6036,12600.87,3306.51
3/8/2020,24458.13,3367.97,26664.4,6032.85,12646.98,3294.61
31/7/2020,24595.35,3310.01,26428.32,5897.76,12313.36,3271.12
30/7/2020,24710.59,3286.82,26313.65,5989.99,12379.65,3246.22
29/7/2020,24883.14,3294.55,26539.57,6131.46,12822.26,3258.44
28/7/2020,24772.76,3227.96,26379.28,6129.26,12835.28,3218.44
27/7/2020,24603.26,3205.23,26584.77,6104.88,12838.66,3239.41
24/7/2020,24705.33,3196.77,26469.89,6123.82,12838.06,3215.63
23/7/2020,25263,3325.11,26652.33,6211.44,13103.39,3235.66
22/7/2020,25057.94,3333.16,27005.84,6207.1,13104.25,3276.02
21/7/2020,25635.66,3320.89,26840.4,6269.73,13171.83,3257.3
20/7/2020,25057.99,3314.15,26680.87,6261.52,13046.92,3251.84
17/7/2020,25089.17,3214.13,26671.95,6290.3,12919.61,3224.73
16/7/2020,24970.69,3210.1,26734.71,6250.69,12874.97,3215.57
15/7/2020,25481.58,3361.3,26870.1,6292.65,12930.98,3226.56
14/7/2020,25477.89,3414.62,26642.59,6179.75,12697.36,3197.52
13/7/2020,25772.12,3443.29,26085.8,6176.19,12799.97,3155.22
10/7/2020,25727.41,3383.32,26075.3,6095.41,12633.71,3185.04
9/7/2020,26210.16,3450.59,25706.09,6049.62,12489.46,3152.05
8/7/2020,26129.18,3403.44,26067.28,6156.16,12494.81,3169.94
7/7/2020,25975.66,3345.34,25890.18,6189.9,12616.8,3145.32
6/7/2020,26339.16,3332.88,26287.03,6285.94,12733.45,3179.72
2/7/2020,25124.19,3090.57,25827.36,6240.36,12608.46,3130.01
30/6/2020,24427.19,2984.67,25812.88,6169.74,12310.93,3100.29
29/6/2020,24301.28,2961.52,25595.8,6225.77,12232.12,3053.24
24/6/2020,24781.58,2979.55,25445.94,6123.69,12093.94,3050.33
23/6/2020,24907.34,2970.62,26156.1,6320.12,12523.76,3131.29
22/6/2020,24511.34,2965.27,26024.96,6244.62,12262.97,3117.86
19/6/2020,24643.89,2967.63,25871.46,6292.6,12330.76,3097.74
18/6/2020,24464.94,2939.32,26080.1,6224.07,12281.53,3115.34
17/6/2020,24481.41,2935.87,26119.61,6253.25,12382.14,3113.49
16/6/2020,24344.09,2931.75,26289.98,6242.79,12315.66,3124.74
15/6/2020,23776.95,2890.03,25763.16,6064.7,11911.35,3066.59
12/6/2020,24301.38,2919.74,25605.54,6105.18,11949.28,3041.31
11/6/2020,24469,2920.9,25128.17,6076.7,11970.29,3002.1
10/6/2020,25049.73,2943.75,26989.99,6329.13,12530.16,3190.14
9/6/2020,25057.22,2956.11,27272.3,6335.72,12617.99,3207.18
8/6/2020,24776.77,2937.77,27572.44,6472.59,12819.59,3232.39
5/6/2020,24770.41,2930.8,27110.98,6484.3,12847.68,3193.93
4/6/2020,24366.3,2919.25,26281.82,6341.44,12430.56,3112.35
3/6/2020,24325.62,2923.37,26269.89,6382.41,12487.36,3122.87
2/6/2020,23995.94,2921.4,25742.65,6220.14,12021.28,3080.82
29/5/2020,22961.47,2852.35,25383.11,6076.6,11586.85,3044.31
28/5/2020,23132.76,2846.22,25400.64,6218.79,11781.13,3029.73
27/5/2020,23301.36,2836.8,25548.27,6144.25,11657.69,3036.13
26/5/2020,23384.66,2846.55,24995.11,6067.76,11504.65,2991.77
22/5/2020,22930.14,2813.77,24465.16,5993.28,11073.87,2955.45
21/5/2020,24280.03,2867.92,24474.12,6015.25,11065.93,2948.51
20/5/2020,24399.95,2883.74,24575.9,6067.16,11223.71,2971.61
19/5/2020,24388.13,2898.58,24206.86,6002.23,11075.29,2922.94
18/5/2020,23934.77,2875.42,24597.37,6048.59,11058.87,2953.91
15/5/2020,23797.47,2868.46,23685.42,5799.77,10465.17,2863.7
14/5/2020,23829.74,2870.34,23625.34,5741.54,10337.02,2852.5
13/5/2020,24180.3,2898.05,23247.97,5904.05,10542.66,2820
12/5/2020,24245.68,2891.56,23764.78,5994.77,10819.5,2870.12
11/5/2020,24602.06,2894.8,24221.99,5939.73,10824.99,2930.32
7/5/2020,23980.63,2871.52,23875.89,5935.98,10759.27,2881.19
6/5/2020,24137.48,2878.14,23664.64,5853.76,10606.2,2848.42
29/4/2020,24643.59,2822.44,24633.86,6115.25,11107.74,2939.51
28/4/2020,24575.96,2810.02,24101.55,5958.5,10795.63,2863.39
27/4/2020,24280.14,2815.49,24133.78,5846.79,10659.99,2878.48
24/4/2020,23831.33,2808.53,23775.27,5752.23,10336.09,2836.74
23/4/2020,23977.32,2838.5,23515.26,5826.61,10513.79,2797.8
22/4/2020,23893.36,2843.98,23475.82,5770.63,10415.03,2799.31
21/4/2020,23793.55,2827.01,23018.88,5641.03,10249.85,2736.56
20/4/2020,24330.02,2852.55,23650.44,5812.83,10675.9,2823.16
17/4/2020,24380,2838.49,24242.49,5786.96,10625.78,2874.56
16/4/2020,24006.45,2819.94,23537.68,5628.43,10301.54,2799.55
15/4/2020,24145.34,2811.17,23504.35,5597.65,10279.76,2783.36
14/4/2020,24435.4,2827.28,23949.76,5791.31,10696.56,2846.06
9/4/2020,24300.33,2825.9,23719.37,5842.66,10564.74,2789.82
8/4/2020,23970.37,2815.37,23433.57,5677.73,10332.89,2749.98
7/4/2020,24253.29,2820.76,22653.86,5704.45,10356.7,2659.41
3/4/2020,23236.11,2763.99,21052.53,5415.5,9525.77,2488.65
2/4/2020,23280.06,2780.64,21413.44,5480.22,9570.82,2526.9
1/4/2020,23085.79,2734.52,20943.51,5454.57,9544.75,2470.5
31/3/2020,23603.48,2750.3,21917.16,5671.96,9935.84,2584.59
30/3/2020,23175.11,2747.21,22327.48,5563.74,9815.97,2626.65
27/3/2020,23484.28,2772.2,21636.78,5510.33,9632.52,2541.47
26/3/2020,23352.34,2764.91,22552.17,5815.73,10000.96,2630.07
25/3/2020,23527.19,2781.59,21200.55,5688.2,9874.26,2475.56
24/3/2020,22663.49,2722.44,20704.91,5446.01,9700.57,2447.33
23/3/2020,21696.13,2660.17,18591.93,4993.89,8741.15,2237.4
20/3/2020,22805.07,2745.62,19173.98,5190.78,8928.95,2304.92
19/3/2020,21709.13,2702.13,20087.19,5151.61,8610.43,2409.39
18/3/2020,22291.82,2728.76,19898.92,5080.58,8441.71,2398.1
17/3/2020,23263.73,2779.64,21237.38,5294.9,8939.1,2529.19
16/3/2020,23063.57,2789.25,20188.52,5151.08,8742.25,2386.13
13/3/2020,24032.91,2887.43,23185.62,5366.11,9232.08,2711.02
12/3/2020,24309.07,2923.49,21200.62,5237.48,9161.13,2480.64
11/3/2020,25231.61,2968.52,23553.22,5876.52,10438.68,2741.38
10/3/2020,25392.51,2996.76,25018.16,5960.23,10475.49,2882.23
9/3/2020,25040.46,2943.29,23851.02,5965.77,10625.02,2746.56
6/3/2020,26146.67,3034.51,25864.78,6462.55,11541.87,2972.37
5/3/2020,26767.87,3071.68,26121.28,6705.43,11944.72,3023.94
4/3/2020,26222.07,3011.67,27090.86,6815.59,12127.69,3130.12
3/3/2020,26284.82,2992.9,25917.41,6718.2,11985.39,3003.37
2/3/2020,26291.68,2970.93,26703.32,6654.89,11857.87,3090.23
28/2/2020,26129.93,2880.3,25409.36,6580.61,11890.35,2954.22
27/2/2020,26778.62,2991.33,25766.64,6796.4,12367.46,2978.76
26/2/2020,26696.49,2987.93,26957.59,7042.47,12774.88,3116.39
25/2/2020,26893.23,3013.05,27081.36,7017.88,12790.49,3128.21
24/2/2020,26820.88,3031.23,27960.8,7156.83,13035.24,3225.89
21/2/2020,27308.81,3039.67,28992.41,7403.92,13579.33,3337.75
20/2/2020,27609.16,3030.15,29219.98,7436.64,13664,3373.23
19/2/2020,27655.81,2975.4,29348.03,7457.02,13789,3386.15
18/2/2020,27530.2,2984.97,29232.19,7382.01,13681.19,3370.29
14/2/2020,27815.6,2917.01,29398.08,7409.13,13744.21,3380.16
13/2/2020,27730,2906.07,29423.31,7452.03,13745.43,3373.94
12/2/2020,27823.66,2926.9,29551.42,7534.37,13749.78,3379.45
11/2/2020,27583.88,2901.67,29276.34,7499.44,13627.84,3357.75
10/2/2020,27241.34,2890.49,29276.82,7446.88,13494.03,3352.09
7/2/2020,27404.27,2875.96,29102.51,7466.7,13513.81,3327.71
6/2/2020,27493.7,2866.51,29379.77,7504.79,13574.82,3345.78
5/2/2020,26786.74,2818.09,29290.85,7482.48,13478.33,3334.69
4/2/2020,26675.98,2783.29,28807.63,7439.82,13281.74,3297.59
3/2/2020,26356.98,2746.61,28399.81,7326.31,13045.19,3248.92
23/1/2020,27909.12,2976.53,29160.09,7507.67,13388.42,3325.54
22/1/2020,28341.04,3060.75,29186.27,7571.92,13515.75,3321.75
21/1/2020,27985.33,3052.14,29196.04,7610.7,13555.87,3320.79
17/1/2020,29056.42,3075.5,29348.1,7674.56,13526.13,3329.62
16/1/2020,28883.04,3074.08,29297.64,7609.81,13429.43,3316.81
15/1/2020,28773.59,3090.04,29030.22,7642.8,13432.3,3289.29
14/1/2020,28885.14,3106.82,28939.67,7622.35,13456.49,3283.15
13/1/2020,28954.94,3115.57,28907.05,7617.6,13451.52,3288.13
10/1/2020,28638.2,3092.29,28823.77,7587.85,13483.31,3265.35
9/1/2020,28561,3094.88,28956.9,7598.12,13495.06,3274.7
8/1/2020,28087.92,3066.89,28745.09,7574.93,13320.18,3253.05
7/1/2020,28322.06,3104.8,28583.68,7573.85,13226.83,3237.18
6/1/2020,28226.19,3083.41,28703.38,7575.34,13126.99,3246.28
3/1/2020,28451.5,3083.79,28634.88,7622.4,13219.14,3234.85
2/1/2020,28543.52,3085.2,28868.8,7604.3,13385.93,3257.85
30/12/2019,28319.39,3040.02,28462.14,7587.05,13249.01,3221.29
27/12/2019,28225.42,3005.04,28645.26,7644.9,13337.11,3240.02
23/12/2019,27906.41,2962.75,28551.53,7623.59,13300.98,3224.01
20/12/2019,27871.35,3004.94,28455.09,7582.48,13318.9,3221.22
19/12/2019,27800.49,3017.07,28376.96,7573.82,13211.96,3205.37
18/12/2019,27884.21,3017.04,28239.28,7540.75,13222.16,3191.14
17/12/2019,27843.71,3022.42,28267.16,7525.28,13287.83,3192.52
16/12/2019,27508.09,2984.39,28235.89,7519.05,13407.66,3191.45
13/12/2019,27687.76,2967.68,28135.38,7353.44,13282.72,3168.8
12/12/2019,26994.14,2915.7,28132.05,7273.47,13221.64,3168.57
11/12/2019,26645.43,2924.42,27911.3,7216.25,13146.74,3141.63
10/12/2019,26436.62,2917.32,27881.72,7213.76,13070.72,3132.52
9/12/2019,26494.73,2914.48,27909.6,7233.9,13105.61,3135.96
6/12/2019,26498.37,2912.01,28015.06,7239.66,13166.58,3145.91
5/12/2019,26217.04,2899.47,27677.79,7137.85,13054.8,3117.43
4/12/2019,26062.56,2878.12,27649.78,7188.5,13140.57,3112.76
3/12/2019,26391.3,2884.7,27502.81,7158.76,12989.29,3093.2
2/12/2019,26444.72,2875.81,27783.04,7285.94,12964.68,3113.87
29/11/2019,26346.49,2871.98,28051.41,7346.53,13236.38,3140.98
27/11/2019,26954,2903.19,28164,7429.78,13287.07,3153.63
26/11/2019,26913.92,2907.06,28121.68,7403.14,13236.42,3140.52
25/11/2019,26993.04,2906.17,28066.47,7396.29,13246.45,3133.64
22/11/2019,26595.08,2885.29,27875.62,7326.81,13163.88,3110.29
21/11/2019,26466.88,2903.64,27766.29,7238.55,13137.7,3103.54
20/11/2019,26889.61,2911.05,27821.09,7262.49,13158.14,3108.46
19/11/2019,27093.8,2933.99,27934.02,7323.8,13221.12,3120.18
18/11/2019,26681.09,2909.2,28036.22,7307.7,13207.01,3122.03
15/11/2019,26326.66,2891.34,28004.89,7302.94,13241.75,3120.46
14/11/2019,26323.69,2909.87,27781.96,7292.76,13180.23,3096.63
13/11/2019,26571.46,2905.24,27783.59,7351.21,13230.07,3094.04
12/11/2019,27065.28,2914.82,27691.49,7365.44,13283.51,3091.84
11/11/2019,26926.55,2909.97,27691.49,7328.54,13198.37,3087.01
8/11/2019,27651.14,2964.18,27681.24,7359.38,13228.56,3093.08
7/11/2019,27847.23,2978.71,27674.8,7406.41,13289.46,3085.18
6/11/2019,27688.64,2978.6,27492.56,7396.65,13179.89,3076.78
5/11/2019,27683.4,2991.56,27492.63,7388.08,13148.5,3074.62
4/11/2019,27547.3,2975.49,27462.11,7369.69,13136.28,3078.27
1/11/2019,27100.76,2958.2,27347.36,7302.42,12961.05,3066.91
31/10/2019,26906.72,2929.06,27046.23,7248.38,12866.79,3037.56
30/10/2019,26667.71,2939.32,27186.69,7330.78,12910.23,3046.77
29/10/2019,26786.76,2954.18,27071.42,7306.26,12939.62,3036.89
28/10/2019,26891.26,2980.05,27090.72,7331.28,12941.71,3039.42
25/10/2019,26667.39,2954.93,26958.06,7324.47,12894.51,3022.55
24/10/2019,26797.95,2940.92,26805.53,7328.25,12872.1,3010.29
23/10/2019,26566.73,2941.62,26833.95,7260.74,12798.19,3004.52
22/10/2019,26786.2,2954.38,26788.1,7212.49,12754.69,2995.99
21/10/2019,26725.68,2939.62,26827.64,7163.64,12747.96,3006.72
18/10/2019,26719.58,2938.14,26770.2,7150.57,12633.6,2986.2
17/10/2019,26848.49,2977.33,27025.88,7182.32,12654.95,2997.95
16/10/2019,26664.28,2978.71,27001.98,7167.95,12670.11,2989.69
15/10/2019,26503.93,2991.05,27024.8,7211.64,12629.79,2995.68
14/10/2019,26521.85,3007.88,26787.36,7213.45,12486.56,2966.15
11/10/2019,26308.44,2973.66,26816.59,7247.08,12511.65,2970.27
10/10/2019,25707.93,2947.71,26496.67,7186.36,12164.2,2938.13
9/10/2019,25682.81,2924.86,26346.01,7166.5,12094.26,2919.4
8/10/2019,25893.4,2913.57,26164.04,7143.15,11970.2,2893.06
30/9/2019,26092.27,2905.19,26916.83,7408.21,12428.08,2976.74
27/9/2019,25954.81,2932.17,26820.25,7426.21,12380.94,2961.79
26/9/2019,26041.93,2929.09,26891.12,7351.08,12288.54,2977.62
25/9/2019,25945.35,2955.43,26970.71,7289.99,12234.18,2984.87
24/9/2019,26281,2985.34,26807.77,7291.43,12307.15,2966.6
23/9/2019,26222.4,2977.08,26949.99,7326.08,12342.33,2991.78
20/9/2019,26435.67,3006.45,26935.07,7344.92,12468.01,2992.07
19/9/2019,26468.95,2999.28,27094.79,7356.42,12457.7,3006.79
18/9/2019,26754.12,2985.66,27147.08,7314.05,12389.62,3006.73
17/9/2019,26790.24,2978.12,27110.8,7320.4,12372.61,3005.7
16/9/2019,27124.55,3030.75,27076.82,7321.41,12380.31,2997.96
12/9/2019,27087.63,3031.24,27182.45,7344.67,12410.25,3009.57
11/9/2019,27159.06,3008.81,27137.04,7338.03,12359.07,3000.93
10/9/2019,26683.68,3021.2,26909.43,7267.95,12268.71,2979.39
9/9/2019,26681.4,3024.74,26835.51,7235.81,12226.1,2978.43
6/9/2019,26690.76,2999.6,26797.46,7282.34,12191.73,2978.71
5/9/2019,26515.53,2985.86,26728.15,7271.17,12126.78,2976
4/9/2019,26523.23,2957.41,26355.47,7311.26,12025.04,2937.78
3/9/2019,25527.85,2930.15,26118.02,7268.19,11910.86,2906.27
30/8/2019,25724.73,2886.24,26403.28,7207.18,11939.28,2926.46
29/8/2019,25703.5,2890.92,26362.25,7184.32,11838.88,2924.58
28/8/2019,25615.48,2893.76,26036.1,7114.71,11701.02,2887.94
27/8/2019,25664.07,2902.19,25777.9,7089.58,11730.02,2869.16
23/8/2019,26179.33,2897.43,25628.9,7094.98,11611.51,2847.11
22/8/2019,26048.72,2883.44,26252.24,7128.18,11747.04,2922.95
21/8/2019,26270.04,2880.33,26202.73,7203.97,11802.85,2924.43
20/8/2019,26231.54,2880,25962.44,7125,11651.18,2900.51
19/8/2019,26291.84,2883.1,26135.79,7189.65,11715.37,2923.65
16/8/2019,25734.22,2823.82,25886.01,7117.15,11562.74,2888.68
15/8/2019,25495.46,2815.8,25579.39,7067.01,11412.67,2847.6
14/8/2019,25302.28,2808.91,25479.42,7147.88,11492.66,2840.6
13/8/2019,25281.3,2797.26,26279.91,7250.9,11750.13,2926.32
12/8/2019,25824.72,2814.99,25907.37,7226.72,11679.68,2883.75
9/8/2019,25939.3,2774.75,26287.44,7253.85,11693.8,2918.65
8/8/2019,26120.77,2794.55,26378.19,7285.9,11845.41,2938.09
7/8/2019,25997.03,2768.68,26007.07,7198.7,11650.15,2883.98
6/8/2019,25976.24,2777.56,26029.52,7171.69,11567.96,2881.77
5/8/2019,26151.32,2821.5,25717.74,7223.85,11658.51,2844.74
2/8/2019,26918.58,2867.84,26485.01,7407.06,11872.44,2932.05
1/8/2019,27565.7,2908.77,26583.42,7584.87,12253.15,2953.56
31/7/2019,27777.75,2932.51,26864.27,7586.78,12189.04,2980.38
30/7/2019,28146.5,2952.34,27198.02,7646.77,12147.24,3013.18
29/7/2019,28106.41,2941.01,27221.35,7686.61,12417.47,3020.97
26/7/2019,28397.74,2944.54,27192.45,7549.06,12419.9,3025.86
25/7/2019,28594.3,2937.36,27140.98,7489.05,12362.1,3003.67
24/7/2019,28524.04,2923.28,27269.97,7501.46,12522.89,3019.56
23/7/2019,28466.48,2899.94,27349.19,7556.86,12490.74,3005.47
22/7/2019,28371.26,2886.97,27171.9,7514.93,12289.4,2985.03
19/7/2019,28765.4,2924.2,27154.2,7508.7,12260.07,2976.61
18/7/2019,28461.66,2901.18,27222.97,7493.09,12227.85,2995.11
17/7/2019,28593.17,2931.69,27219.85,7535.46,12341.03,2984.42
16/7/2019,28619.62,2937.62,27335.63,7577.2,12430.97,3004.04
15/7/2019,28554.88,2942.19,27359.16,7531.72,12387.34,3014.3
12/7/2019,28471.62,2930.55,27332.03,7505.97,12323.32,3013.77
11/7/2019,28431.8,2917.76,27088.08,7509.82,12332.12,2999.91
10/7/2019,28204.69,2915.3,26860.2,7530.69,12373.41,2993.07
9/7/2019,28116.28,2928.23,26783.49,7536.47,12436.55,2979.63
8/7/2019,28331.69,2933.36,26806.14,7549.27,12543.51,2975.95
5/7/2019,28774.83,3011.06,26922.12,7553.14,12568.53,2990.41
3/7/2019,28855.14,3015.26,26966,7609.32,12616.24,2995.82
2/7/2019,28875.56,3043.94,26786.68,7559.19,12526.72,2973.01
28/6/2019,28542.62,2978.88,26599.96,7425.63,12398.8,2941.76
27/6/2019,28621.42,2996.79,26526.58,7402.33,12271.03,2924.92
26/6/2019,28221.98,2976.28,26536.82,7416.39,12245.32,2913.78
25/6/2019,28185.98,2982.07,26548.22,7422.43,12228.44,2917.38
24/6/2019,28513,3008.15,26727.54,7416.69,12274.57,2945.35
21/6/2019,28473.71,3001.98,26719.13,7407.5,12339.92,2950.46
20/6/2019,28550.43,2987.12,26753.17,7424.44,12355.39,2954.18
19/6/2019,28202.14,2917.8,26504,7403.54,12308.53,2926.46
18/6/2019,27498.77,2890.16,26465.54,7443.04,12331.75,2917.75
17/6/2019,27227.16,2887.62,26112.53,7357.31,12085.82,2889.67
14/6/2019,27118.35,2881.97,26089.61,7345.78,12096.4,2886.98
13/6/2019,27294.71,2910.74,26106.77,7368.57,12169.05,2891.64
12/6/2019,27308.46,2909.38,26004.83,7367.62,12115.68,2879.84
11/6/2019,27789.34,2925.72,26048.51,7398.45,12155.81,2885.72
6/6/2019,26965.28,2827.8,25720.66,7259.85,11953.14,2843.49
5/6/2019,26895.44,2861.42,25539.57,7220.22,11980.81,2826.15
4/6/2019,26761.52,2862.28,25332.18,7214.29,11971.17,2803.27
3/6/2019,26893.86,2890.08,24819.78,7184.8,11792.81,2744.45
31/5/2019,26901.09,2898.7,24815.04,7161.71,11726.84,2752.06
30/5/2019,27114.88,2905.81,25169.88,7218.16,11902.08,2788.86
29/5/2019,27235.71,2914.7,25126.41,7185.3,11837.81,2783.02
28/5/2019,27390.81,2909.91,25347.77,7268.95,12027.05,2802.39
24/5/2019,27353.93,2852.99,25585.69,7277.73,12011.04,2826.06
23/5/2019,27267.13,2852.52,25490.47,7231.04,11952.41,2822.24
22/5/2019,27705.94,2891.7,25776.61,7334.19,12168.74,2856.27
21/5/2019,27657.24,2905.97,25877.33,7328.92,12143.47,2864.36
20/5/2019,27787.61,2870.6,25679.9,7310.88,12041.29,2840.23
17/5/2019,27946.46,2882.3,25764,7348.62,12238.94,2859.53
16/5/2019,28275.07,2955.71,25862.68,7353.51,12310.37,2876.32
15/5/2019,28268.71,2938.68,25648.02,7296.95,12099.57,2850.96
14/5/2019,28122.02,2883.61,25532.05,7241.6,11991.62,2834.41
10/5/2019,28550.24,2939.21,25942.37,7203.29,12059.83,2881.4
9/5/2019,28311.07,2850.95,25828.36,7207.41,11973.92,2870.72
8/5/2019,29003.2,2893.76,25967.33,7271,12179.93,2879.42
7/5/2019,29363.02,2926.39,25965.09,7260.47,12092.74,2884.05
30/4/2019,29699.11,3078.34,26592.91,7418.22,12344.08,2945.83
29/4/2019,29892.81,3062.5,26554.39,7440.66,12328.02,2943.03
26/4/2019,29605.01,3086.4,26543.33,7428.19,12315.18,2939.88
25/4/2019,29549.8,3123.83,26462.08,7434.13,12282.6,2926.17
24/4/2019,29805.83,3201.61,26597.05,7471.75,12313.16,2927.25
23/4/2019,29963.24,3198.59,26656.39,7523.07,12235.51,2933.68
18/4/2019,29963.26,3250.2,26559.54,7459.88,12222.39,2905.03
17/4/2019,30124.68,3263.12,26449.54,7471.32,12153.07,2900.45
16/4/2019,30129.87,3253.6,26452.66,7469.92,12101.32,2907.06
15/4/2019,29810.72,3177.79,26384.77,7436.87,12020.28,2905.58
12/4/2019,29909.76,3188.63,26412.3,7437.06,11999.93,2907.41
11/4/2019,29839.45,3189.96,26143.05,7417.95,11935.2,2888.32
10/4/2019,30119.56,3241.93,26157.16,7421.91,11905.91,2888.21
9/4/2019,30157.49,3239.66,26150.58,7425.57,11850.57,2878.2
8/4/2019,30077.15,3244.81,26341.02,7451.89,11963.4,2895.77
4/4/2019,29936.32,3246.57,26384.63,7401.94,11988.01,2879.39
3/4/2019,29986.39,3216.3,26218.13,7418.28,11954.4,2873.4
2/4/2019,29624.67,3176.82,26179.13,7391.12,11754.79,2867.24
1/4/2019,29562.02,3170.36,26258.42,7317.38,11681.99,2867.19
29/3/2019,29051.36,3090.76,25928.68,7279.19,11526.04,2834.4
28/3/2019,28775.21,2994.94,25717.46,7234.33,11428.16,2815.44
27/3/2019,28728.25,3022.72,25625.59,7194.19,11419.04,2805.37
26/3/2019,28566.91,2997.1,25657.73,7196.29,11419.48,2818.46
25/3/2019,28523.35,3043.03,25516.83,7177.58,11346.65,2798.36
22/3/2019,29113.36,3104.15,25502.32,7207.59,11364.17,2800.71
21/3/2019,29071.56,3101.45,25962.51,7355.31,11549.96,2854.88
